id,year,inCitations,author_id,author_name
00ddd57a836d26bde0a509aaf8e524f279fa2c0e,2005,0,2459962,Gilles Daniel
00ddd57a836d26bde0a509aaf8e524f279fa2c0e,2005,0,2184913,Lev Muchnik
00ddd57a836d26bde0a509aaf8e524f279fa2c0e,2005,0,1679783,Sorin Solomon
00f1dac0133b4bfcf4993ca25eeaaa4714a4e23b,2006,3,1706221,Dominique Méry
00f1dac0133b4bfcf4993ca25eeaaa4714a4e23b,2006,3,8729708,Stephan Merz
019f83818663a71a6afbf07e5ae8da9b4d84c6e7,2015,0,1831469,Hammurabi Mendes
019f83818663a71a6afbf07e5ae8da9b4d84c6e7,2015,0,1744502,Maurice Herlihy
01ce61ecfac8a7daf969262e56e7a05cc5cfc82e,2014,2,1766389,Jian Xu
01ce61ecfac8a7daf969262e56e7a05cc5cfc82e,2014,2,3259843,Thanuka Wickramarathne
01ce61ecfac8a7daf969262e56e7a05cc5cfc82e,2014,2,2273484,Erin K. Grey
01ce61ecfac8a7daf969262e56e7a05cc5cfc82e,2014,2,1700639,Karsten Steinhaeuser
01ce61ecfac8a7daf969262e56e7a05cc5cfc82e,2014,2,2652384,Reuben P. Keller
01ce61ecfac8a7daf969262e56e7a05cc5cfc82e,2014,2,2562005,John M. Drake
01ce61ecfac8a7daf969262e56e7a05cc5cfc82e,2014,2,1681386,Nitesh V. Chawla
01ce61ecfac8a7daf969262e56e7a05cc5cfc82e,2014,2,2329933,David M. Lodge
01e820ac6d67f5d3edb954b59a361f27f9aae2a2,2013,0,2762441,Julián Monge-Nájera
01e820ac6d67f5d3edb954b59a361f27f9aae2a2,2013,0,2209537,Karla Vega Corrales
0390e6f1a0680e1b169583905fc99030b7ce79c9,2015,1,2993351,Venkat Chandar
0390e6f1a0680e1b169583905fc99030b7ce79c9,2015,1,1908016,Aslan Tchamkerten
03e30fc3e921ff3b29439e773c85d071d12a5ff1,2014,3,1953787,Manh Hong Duong
03e30fc3e921ff3b29439e773c85d071d12a5ff1,2014,3,2928820,Han The Anh
059c33f2c5ea4fbecfa01f2eb1c77f678447ca5e,2015,0,2135989,V. N. Gorbachev
059c33f2c5ea4fbecfa01f2eb1c77f678447ca5e,2015,0,2164425,E. M. Kaynarova
059c33f2c5ea4fbecfa01f2eb1c77f678447ca5e,2015,0,2651950,I. K. Metelev
059c33f2c5ea4fbecfa01f2eb1c77f678447ca5e,2015,0,2982138,O. V. Pavlovskaya
05a6755a82d46dfca8a47c32f8c5c84ef8fbb7e7,2009,5,2724097,Gene Golovchinsky
05a6755a82d46dfca8a47c32f8c5c84ef8fbb7e7,2009,5,1804229,Scott Carter
05a6755a82d46dfca8a47c32f8c5c84ef8fbb7e7,2009,5,7457467,Jacob T. Biehl
062c44bf60206ba0a6b5dc7d5bf46381514f3cf8,2012,2,2870243,Giuseppe Cocco
062c44bf60206ba0a6b5dc7d5bf46381514f3cf8,2012,2,1727814,Deniz Gündüz
062c44bf60206ba0a6b5dc7d5bf46381514f3cf8,2012,2,2311307,Christian Ibars
0648cde87ed6b799ab9ae1146dc9a1d5a77f10b7,2016,1,,Andrew An Bian
0648cde87ed6b799ab9ae1146dc9a1d5a77f10b7,2016,1,2389094,Baharan Mirzasoleiman
0648cde87ed6b799ab9ae1146dc9a1d5a77f10b7,2016,1,7973449,Joachim M. Buhmann
0648cde87ed6b799ab9ae1146dc9a1d5a77f10b7,2016,1,3421686,Andreas Krause
06845944f3c330c5720891173f8bc203427556bb,2010,13,2516811,Neelam Srivastava
07f677914a51f1ee1d1ac9fabb9d05e2eea9f2a7,2016,2,1691982,Jihong Park
07f677914a51f1ee1d1ac9fabb9d05e2eea9f2a7,2016,2,1702172,Mehdi Bennis
07f677914a51f1ee1d1ac9fabb9d05e2eea9f2a7,2016,2,1692004,Seong-Lyun Kim
07f677914a51f1ee1d1ac9fabb9d05e2eea9f2a7,2016,2,1719016,Mérouane Debbah
08cddfb0e082f05197e327222d46b2d45342c347,2008,4,2729872,Dominik Schatzmann
08cddfb0e082f05197e327222d46b2d45342c347,2008,4,2578183,Martin Burkhart
08cddfb0e082f05197e327222d46b2d45342c347,2008,4,1773822,Thrasyvoulos Spyropoulos
0923a95bc889158aaf854bba6a1cbf37b79c9bb4,2011,0,2532287,Ehtibar N. Dzhafarov
0923a95bc889158aaf854bba6a1cbf37b79c9bb4,2011,0,2084127,Janne V. Kujala
092e6c7131328a8cf42b9f4f7a3da151a3c19abb,2015,0,7179616,Mercan Topkara
092e6c7131328a8cf42b9f4f7a3da151a3c19abb,2015,0,1745698,Thomas Erickson
092e6c7131328a8cf42b9f4f7a3da151a3c19abb,2015,0,1907518,Umut Topkara
092e6c7131328a8cf42b9f4f7a3da151a3c19abb,2015,0,1991394,Chandrasekhar Narayanaswami
0a1574b00b7831de97d8384a55d8dc39e84578d3,2014,2,2680648,Ashis Kumar Mandal
0a1574b00b7831de97d8384a55d8dc39e84578d3,2014,2,3106927,Rikta Sen
0a4c7ffb36d5f392341ea97cebc255f36ce9094a,2012,13,6593843,Brian Ball
0a4c7ffb36d5f392341ea97cebc255f36ce9094a,2012,13,1806881,Mark E. J. Newman
0c695288d6b29c7cf0c160d91907dd899e9eb342,2014,0,1734762,Vincenzo De Florio
0c695288d6b29c7cf0c160d91907dd899e9eb342,2014,0,1678258,Geert Deconinck
0c702e92fe77159f6a39e50415abbb59ca83cd40,2007,6,1770572,Rajesh Sundaresan
0ca02bb5707b12302a4230352053fc5c4849687e,2010,0,3289153,Aissam Berrahou
0ca02bb5707b12302a4230352053fc5c4849687e,2010,0,1843638,Mourad Rafi
0ca02bb5707b12302a4230352053fc5c4849687e,2010,0,2457873,Mohsine Eleuldj
0cfec8466ea7857c62952bc3ce0a3bd22b335e32,2008,13,1747306,Liane Gabora
0db71dadcbc942647c351069a60938dbe9f37b2d,2016,0,1947903,Veerle Timmermans
0db71dadcbc942647c351069a60938dbe9f37b2d,2016,0,1802412,Tobias Harks
0ddc230535b3726b1246c203d9d0714ac225874f,2016,0,3353735,Hengky Susanto
0ddc230535b3726b1246c203d9d0714ac225874f,2016,0,3032195,Byung-Guk Kim
0e4c87100aa7f585ccd969aa71dd5dfdf26e732d,2016,0,3538161,Yu Song
0e4c87100aa7f585ccd969aa71dd5dfdf26e732d,2016,0,6775424,Yiquan Wu
0f052f51253e5bf5b2681351f99e8893246dd671,2008,4,3213602,Bike Xie
0f052f51253e5bf5b2681351f99e8893246dd671,2008,4,1738795,Richard D. Wesel
0f9f50e48abca112b817afa1b750a2b8bcef887e,2016,0,2118475,Sourav Dutta
12f157227e1ee4bf4dd6f65eeba3b4433cabfc87,2012,1,2267343,Marwah Almasri
12f157227e1ee4bf4dd6f65eeba3b4433cabfc87,2012,1,1712179,Khaled M. Elleithy
12f157227e1ee4bf4dd6f65eeba3b4433cabfc87,2012,1,1730285,Abdul Razaque
133fc5d994a1c036b292fc6f38fc5ebd6da903b0,2015,3,2496192,Guangning Tan
133fc5d994a1c036b292fc6f38fc5ebd6da903b0,2015,3,2237186,Nedialko S. Nedialkov
133fc5d994a1c036b292fc6f38fc5ebd6da903b0,2015,3,3219783,John D. Pryce
142c91a92aa7c723a4399beca76d5c0bfe68c5f8,1997,98,1768844,Ted Pedersen
142c91a92aa7c723a4399beca76d5c0bfe68c5f8,1997,98,2614094,Rebecca F. Bruce
1478cac7d936136af56a46539870638eda214f1f,2011,4,1732009,Karol Gregor
1478cac7d936136af56a46539870638eda214f1f,2011,4,8227491,Yann LeCun
14a7775d5af902ae917eff90bb2682b8a6ee227c,2015,1,1764325,Radford M. Neal
15a1cea28fa69c2f6569d8ce82b9e391b4309bed,2016,0,7276015,Francisco Revson F. Pereira
15a1cea28fa69c2f6569d8ce82b9e391b4309bed,2016,0,2035039,Giuliano G. La Guardia
15a1cea28fa69c2f6569d8ce82b9e391b4309bed,2016,0,1715318,Francisco Marcos de Assis
168db05542e7f258849fca6dacdc95a25755a213,2015,3,1819186,Pallavi Kuhad
168db05542e7f258849fca6dacdc95a25755a213,2015,3,1784983,Abdulsalam Yassine
168db05542e7f258849fca6dacdc95a25755a213,2015,3,1748276,Shervin Shirmohammadi
16be26614306441c5415103686340458439c1085,2011,10,1737379,Gao Cong
16be26614306441c5415103686340458439c1085,2011,10,1757519,Hua Lu
16be26614306441c5415103686340458439c1085,2011,10,1693070,Beng Chin Ooi
16be26614306441c5415103686340458439c1085,2011,10,3021351,Dongxiang Zhang
16be26614306441c5415103686340458439c1085,2011,10,1793178,Meihui Zhang
16f0b009820303e3e0dd9aa9a8909195cf650dde,2015,0,3124110,Aldo Pacchiano
16f0b009820303e3e0dd9aa9a8909195cf650dde,2015,0,6685726,Oliver Williams
1765fc44c36431c6c9b7849606fc1ba9cc972e99,2012,0,2614089,Charles D. Brummitt
1765fc44c36431c6c9b7849606fc1ba9cc972e99,2012,0,2888468,Eric Rowland
1818cc4c2d34b78728caea4942e1ab5bb9215235,2015,2,2877186,Braxton Osting
1818cc4c2d34b78728caea4942e1ab5bb9215235,2015,2,3081531,Jiechao Xiong
1818cc4c2d34b78728caea4942e1ab5bb9215235,2015,2,8285070,Qianqian Xu
1818cc4c2d34b78728caea4942e1ab5bb9215235,2015,2,1746280,Yuan Yao
18bd9f96744db1d025119d09ba563060f3355e1d,2013,8,1804573,Vaishali D. Khairnar
18bd9f96744db1d025119d09ba563060f3355e1d,2013,8,1794896,Ketan Kotecha
18f68b9b860fe494a28c4c08ffdff6b273face4b,2013,1,2489003,Michal Cáp
18f68b9b860fe494a28c4c08ffdff6b273face4b,2013,1,1696007,Peter Novák
18f68b9b860fe494a28c4c08ffdff6b273face4b,2013,1,2890991,Jirí Vokrínek
18f68b9b860fe494a28c4c08ffdff6b273face4b,2013,1,1710927,Michal Pechoucek
1926a5b6e0a61bb8c92922d1ed382c6dc1647eb4,2016,0,2142153,Cristian Rusu
1926a5b6e0a61bb8c92922d1ed382c6dc1647eb4,2016,0,5921081,John Thompson
1a11fbe87850a1b97ad531c2fad68cb994d0942f,2013,0,2112390,David Buchaca
1a11fbe87850a1b97ad531c2fad68cb994d0942f,2013,0,1737501,Enrique Romero
1a11fbe87850a1b97ad531c2fad68cb994d0942f,2013,0,2512215,Ferran Mazzanti
1a11fbe87850a1b97ad531c2fad68cb994d0942f,2013,0,2620310,Jordi Delgado
1a60fec51d656ddeb084e6780f3b2ccb3968a03f,2007,38,2681243,Mohamad Charafeddine
1a60fec51d656ddeb084e6780f3b2ccb3968a03f,2007,38,1769244,Aydin Sezgin
1a60fec51d656ddeb084e6780f3b2ccb3968a03f,2007,38,2236027,Arogyaswami Paulraj
1b2555ec8188decb8ebc12833c6669a5de5763b1,2010,28,1739741,Ian R. Petersen
1bb2d522c5fdf9f99cf0e47b2d72bb7197f4ddb7,2015,0,2540098,Ye Sun
1bb2d522c5fdf9f99cf0e47b2d72bb7197f4ddb7,2015,0,1732160,Long Ma
1bb2d522c5fdf9f99cf0e47b2d72bb7197f4ddb7,2015,0,7440997,An Zeng
1bb2d522c5fdf9f99cf0e47b2d72bb7197f4ddb7,2015,0,2045755,Wen-Xu Wang
1c9cc190d022a5ef4ec5492e24bab18da1018e38,2011,0,2013864,Sylvain Corlay
1dccbbe8ef07e058bf7bcd54e0428acf3ea3b506,2016,0,1789321,Giuseppe Carlo Calafiore
1dd07003c8b4834c4e73ab22ec8f0fed16e90a47,2012,13,2716344,Tsung-Hui Chang
1dd07003c8b4834c4e73ab22ec8f0fed16e90a47,2012,13,1799995,Mahnoosh Alizadeh
1dd07003c8b4834c4e73ab22ec8f0fed16e90a47,2012,13,1680774,Anna Scaglione
1f436aa4e68274037fff44e6cfbcd0a1ee3f60df,2015,2,1712479,Mohamed Elhoseiny
1f436aa4e68274037fff44e6cfbcd0a1ee3f60df,2015,2,1707395,Ahmed M. Elgammal
1f436aa4e68274037fff44e6cfbcd0a1ee3f60df,2015,2,3139794,Babak Saleh
1ff70c7437b26accd503b2b72753d08f20b417e4,2013,0,2665739,John Christopher McCabe-Dansted
1ff70c7437b26accd503b2b72753d08f20b417e4,2013,0,1706063,Tim French
1ff70c7437b26accd503b2b72753d08f20b417e4,2013,0,5867564,Mark Reynolds
1ff70c7437b26accd503b2b72753d08f20b417e4,2013,0,1768007,Sophie Pinchinat
207f2f2f3d5c7165434017b1dbcee519b4927971,2013,2,1778140,Jianfeng Yan
207f2f2f3d5c7165434017b1dbcee519b4927971,2013,2,6611275,Jia Zeng
207f2f2f3d5c7165434017b1dbcee519b4927971,2013,2,1691625,Zhi-Qiang Liu
207f2f2f3d5c7165434017b1dbcee519b4927971,2013,2,1725881,Yang Gao
20ece45c7736895a24bee3ab876770b15a49899d,2008,0,1816822,Hamed Owladeghaffari
2267f1bd0e548869da64f53eb0cb91a1cd5270cf,2013,1,3198555,Laurent Poinsot
22711d842c608a8c4c080002c280a5f654bf4ce6,2010,1,2504850,Kobkul Kularbphettong
22711d842c608a8c4c080002c280a5f654bf4ce6,2010,1,1912393,Gareth Clayton
22711d842c608a8c4c080002c280a5f654bf4ce6,2010,1,3072460,Phayung Meesad
23b976661f8a82c7b512818d830c422e3a68c059,2014,0,2660987,Mireille Bossy
23b976661f8a82c7b512818d830c422e3a68c059,2014,0,2498311,Jose Espina
23b976661f8a82c7b512818d830c422e3a68c059,2014,0,2814258,Cristian Paris
23b976661f8a82c7b512818d830c422e3a68c059,2014,0,7624348,Antoine Rousseau
24af0e94ddae7047cf57cc0f42fd0e34a209c4aa,2016,0,2700496,Wenzhe Shi
24af0e94ddae7047cf57cc0f42fd0e34a209c4aa,2016,0,2981947,Jose Caballero
24af0e94ddae7047cf57cc0f42fd0e34a209c4aa,2016,0,2073063,Lucas Theis
24af0e94ddae7047cf57cc0f42fd0e34a209c4aa,2016,0,3108066,Ferenc Huszar
24af0e94ddae7047cf57cc0f42fd0e34a209c4aa,2016,0,7909165,Andrew P. Aitken
24af0e94ddae7047cf57cc0f42fd0e34a209c4aa,2016,0,1779917,Christian Ledig
24af0e94ddae7047cf57cc0f42fd0e34a209c4aa,2016,0,2541322,Zehan Wang
24d70ad0a78a1d4bf1a426ab95ca105ed67889f4,2014,0,1770690,Alexander V. Evako
2520ca5f43fb0098f425c31f4fbcfa31e3011f3a,2016,0,2254466,Luis Espinosa Anke
2520ca5f43fb0098f425c31f4fbcfa31e3011f3a,2016,0,3345643,Roberto Carlini
2520ca5f43fb0098f425c31f4fbcfa31e3011f3a,2016,0,3014320,Horacio Saggion
2520ca5f43fb0098f425c31f4fbcfa31e3011f3a,2016,0,2178139,Francesco Ronzano
26542ecdac1dae15ed45c33040f7a611ec3d0855,2015,4,2495957,Andrey Y. Lokhov
26542ecdac1dae15ed45c33040f7a611ec3d0855,2015,4,3282093,Theodor Misiakiewicz
26c9eeab3d59af144f9eca35137b1c865cad317b,2015,0,2736958,Vamsi K. Ithapu
26c9eeab3d59af144f9eca35137b1c865cad317b,2015,0,3036148,Sathya Ravi
26c9eeab3d59af144f9eca35137b1c865cad317b,2015,0,5953788,Vikas Singh
27f5afaf540b7a34c3c32ccf9e0d8a3283959b11,2014,0,3233053,Joe Durante
27f5afaf540b7a34c3c32ccf9e0d8a3283959b11,2014,0,1817632,Tyler Whitehouse
27f5afaf540b7a34c3c32ccf9e0d8a3283959b11,2014,0,2724977,Francisco G. Serpa
27f5afaf540b7a34c3c32ccf9e0d8a3283959b11,2014,0,3159026,Artjay Javier
29921072d8628544114f68bdf84deaf20a8c8f91,2016,0,2639573,Qi Dong
29921072d8628544114f68bdf84deaf20a8c8f91,2016,0,2948220,Shaogang Gong
29921072d8628544114f68bdf84deaf20a8c8f91,2016,0,2171228,Xiatian Zhu
2afdf0478454d83063499cbf2d63fd04bf4bbb6e,2013,0,3305276,Rodrigo Lopez-Pablos
2b37ecf894db79683e02326bbad8538094aee699,2013,0,5521342,Yin Zheng
2b37ecf894db79683e02326bbad8538094aee699,2013,0,1745693,Yu-Jin Zhang
2b37ecf894db79683e02326bbad8538094aee699,2013,0,1777528,Hugo Larochelle
2b9a343625d16a78df0d30bca00a152b045965a1,2016,0,7395858,Bharath Shamasundar
2b9a343625d16a78df0d30bca00a152b045965a1,2016,0,1771676,Ananthanarayanan Chockalingam
2be896a4550997502ea9a88fbe2e3c8b2d0d1205,2016,0,3242683,Amelie Gyrard
2be896a4550997502ea9a88fbe2e3c8b2d0d1205,2016,0,1979067,Pankesh Patel
2be896a4550997502ea9a88fbe2e3c8b2d0d1205,2016,0,1709950,Amit P. Sheth
2be896a4550997502ea9a88fbe2e3c8b2d0d1205,2016,0,1688891,Martin Serrano
2bfd00e8713c5ef7452915d66507e60f6c79225e,2015,0,3295996,Mikhail Kaluzhsky
2c13cbcbdf9db11276def5a5d2a132f05bdbf35e,2014,0,1682913,Xin Zhang
2c2c8d49fa17d3db45479174e0e52791ba237c91,2016,0,7365691,Kasper Eenberg
2c2c8d49fa17d3db45479174e0e52791ba237c91,2016,0,1741455,Kasper Green Larsen
2c2c8d49fa17d3db45479174e0e52791ba237c91,2016,0,2105347,Huacheng Yu
2d16e78632ecea4c58c4269d84e185085d47e8bb,2015,2,3314735,Guillaume Pitel
2d16e78632ecea4c58c4269d84e185085d47e8bb,2015,2,3165097,Geoffroy Fouquier
2d5cb898dbe68d32be9586a267704c3d7cb9f553,2014,1,1751520,Jie Chen
2d5cb898dbe68d32be9586a267704c3d7cb9f553,2014,1,1805283,Zhang Yi
2fb0cd7298d93d681e11809daa2a02214c3e6a11,2007,1,5076529,Michael Hilker
2fb0cd7298d93d681e11809daa2a02214c3e6a11,2007,1,2977286,Christoph Schommer
2ff1760a8498e332055ef7153a91dc84f6bb8181,2012,1,1798384,Petr Hlinený
2ff1760a8498e332055ef7153a91dc84f6bb8181,2012,1,2764717,Ondrej Moris
30ebfab0dc11c065397ee22d1ad7c366a7638646,2011,9,2673235,Mahnoosh Kholghi
30ebfab0dc11c065397ee22d1ad7c366a7638646,2011,9,2624836,Mohammad Reza Keyvanpour
32d2a22b84f2fffa901e7d99c6382d35c1287713,2002,1,1844486,Petro M. Gopych
32f1f528e5c886a324e61c55d317aff485e05838,2016,0,3006473,Andreas M. Wahl
32f1f528e5c886a324e61c55d317aff485e05838,2016,0,1964037,Gregor Endler
32f1f528e5c886a324e61c55d317aff485e05838,2016,0,2697151,Peter K. Schwab
32f1f528e5c886a324e61c55d317aff485e05838,2016,0,2265753,Sebastian Herbst
32f1f528e5c886a324e61c55d317aff485e05838,2016,0,1734184,Richard Lenz
33686120ef115a9aca31d1f23ed484b4cc2f2514,2016,0,1967721,Bridget T. McInnes
33686120ef115a9aca31d1f23ed484b4cc2f2514,2016,0,1768844,Ted Pedersen
33f012f9a3c2afcb2a39a4fff136cd930db17e08,2015,0,3347097,Jelena Badnjar
3400e10c7c076e05fb8f5ddb00d886502b7cfced,2015,1,1742693,Ionut-Dragos Potirniche
3400e10c7c076e05fb8f5ddb00d886502b7cfced,2015,1,1687244,Christopher R. Laumann
3400e10c7c076e05fb8f5ddb00d886502b7cfced,2015,1,1724971,S. L. Sondhi
3470de1f5321a3d8a1978d50f7d7e9c1fd588770,2011,5,2724068,Mostafa Zaman Chowdhury
3470de1f5321a3d8a1978d50f7d7e9c1fd588770,2011,5,2400960,Bui Minh Trung
3470de1f5321a3d8a1978d50f7d7e9c1fd588770,2011,5,1816029,Yeong Min Jang
348251091a750bdb9ae6f0266e7b1c1b7fd0ecf6,2014,0,2520339,Jorge Aguilar
348251091a750bdb9ae6f0266e7b1c1b7fd0ecf6,2014,0,3027398,Moises Sanchez
348251091a750bdb9ae6f0266e7b1c1b7fd0ecf6,2014,0,3229305,Carlos Fernandez-y-Fernandez
348251091a750bdb9ae6f0266e7b1c1b7fd0ecf6,2014,0,2464375,Everth Rocha
348251091a750bdb9ae6f0266e7b1c1b7fd0ecf6,2014,0,5009963,David Martinez
348251091a750bdb9ae6f0266e7b1c1b7fd0ecf6,2014,0,3099603,Jose Figueroa
359bb0bf295e8e217629cad029baa7ea6809d2b8,2008,0,7989098,C. Bhattacharya
35c0f9131050dafac34332d4921361db9d3320c0,2015,1,8518457,Sudhakar Singh
35c0f9131050dafac34332d4921361db9d3320c0,2015,1,2341774,Rakhi Garg
35c0f9131050dafac34332d4921361db9d3320c0,2015,1,3693344,P. K. Mishra
36c99ad815be005801ab5792ebc357bfe335a22f,2011,1,1735430,María J. Cánovas
36c99ad815be005801ab5792ebc357bfe335a22f,2011,1,1679033,Marco A. López
36c99ad815be005801ab5792ebc357bfe335a22f,2011,1,1681770,Boris S. Mordukhovich
36c99ad815be005801ab5792ebc357bfe335a22f,2011,1,1706652,Juan Parra
3700f756f9efcced878c9b9e71599886a1b31dcb,2012,0,2660567,Peiyan Yuan
3700f756f9efcced878c9b9e71599886a1b31dcb,2012,0,1720462,Huadong Ma
3700f756f9efcced878c9b9e71599886a1b31dcb,2012,0,1744005,Xiang-Yang Li
3700f756f9efcced878c9b9e71599886a1b31dcb,2012,0,1682309,Shaojie Tang
3700f756f9efcced878c9b9e71599886a1b31dcb,2012,0,1751552,XuFei Mao
37099d30a3e2fe988b3d8b0dc282a1731c403bbc,2012,1,3104163,Truyen T. Tran
37099d30a3e2fe988b3d8b0dc282a1731c403bbc,2012,1,7943500,Duc Son Pham
37155288b265c1b670ab19210a057aefbfb4ba00,2010,0,3041982,Ammar Adl
37155288b265c1b670ab19210a057aefbfb4ba00,2010,0,2444755,Amr Badr
37155288b265c1b670ab19210a057aefbfb4ba00,2010,0,8355912,Ibrahim Farag
37adaf4b8982a865281d8a071e612ec3b53f75cf,2014,1,1722308,Andy M. Connor
37adaf4b8982a865281d8a071e612ec3b53f75cf,2014,1,2246387,Jacqui Finlay
37adaf4b8982a865281d8a071e612ec3b53f75cf,2014,1,2662466,Russel Pears
3875f5b3408a43c382a3e7e5b62930fdc515d309,2013,5,3240410,Mihailo Stojnic
38d140270d3db5b244ee10943c8fea256c60e621,2009,3,7707477,Yanjing Wang
38d140270d3db5b244ee10943c8fea256c60e621,2009,3,2933309,Francien Dechesne
3a360c29133bb119c66f0bc6fd5434d20185b3bb,2012,5,1779534,Shaddin Dughmi
3a360c29133bb119c66f0bc6fd5434d20185b3bb,2012,5,1799759,Yuval Peres
3a58fb07601265780de358f25f4a3c463c601dfa,2013,0,4296641,Xin Yuan
3a680b98016000b4d69c6bd5727af3160d898835,2012,8,1727543,Federico Clazzer
3a680b98016000b4d69c6bd5727af3160d898835,2012,8,2670019,Christian Kissling
3aa6812f5ccff52bb7bcd48ea9359908ba542740,2014,0,2682476,A. Seda
3aa6812f5ccff52bb7bcd48ea9359908ba542740,2014,0,2498541,S. Vedat
3bc04f5a1e0571cc1ec4a2b7c4d6a6956530fc25,2015,0,2079301,Larisa Safina
3bc04f5a1e0571cc1ec4a2b7c4d6a6956530fc25,2015,0,1932076,Manuel Mazzara
3bc04f5a1e0571cc1ec4a2b7c4d6a6956530fc25,2015,0,2348772,Fabrizio Montesi
3cb74a142f5e4a5504e6fb8637f90457f471975a,2016,0,2588249,Sashank Dara
3cb74a142f5e4a5504e6fb8637f90457f471975a,2016,0,2616821,V. N. Muralidhara
3e717ed2903f3b99e39bb0f5c870af4759141227,2012,0,2751757,Alberto Accomazzi
3e717ed2903f3b99e39bb0f5c870af4759141227,2012,0,2856411,Edwin A. Henneken
3e717ed2903f3b99e39bb0f5c870af4759141227,2012,0,2992819,Christopher Erdmann
3e717ed2903f3b99e39bb0f5c870af4759141227,2012,0,2528241,Arnold Rots
40a7b60ac874898d8a365cb4079d4777cd52d4fa,2016,0,2444117,Jiu Xu
40a7b60ac874898d8a365cb4079d4777cd52d4fa,2016,0,1746684,Björn Stenger
40a7b60ac874898d8a365cb4079d4777cd52d4fa,2016,0,2118861,Tommi Kerola
40a7b60ac874898d8a365cb4079d4777cd52d4fa,2016,0,1778863,Tony Tung
4179a01894bb0af6d470dc3ae68544fa08e47481,2015,1,2264911,Olivier Hokke
4179a01894bb0af6d470dc3ae68544fa08e47481,2015,1,3094384,Alex Kolpa
4179a01894bb0af6d470dc3ae68544fa08e47481,2015,1,2903360,Joris van den Oever
4179a01894bb0af6d470dc3ae68544fa08e47481,2015,1,2687971,Alex Walterbos
4179a01894bb0af6d470dc3ae68544fa08e47481,2015,1,1800677,Johan A. Pouwelse
41ea01844e53e069292c893175a6faa7a360e682,2008,1,2402389,Zerina Begum
41ea01844e53e069292c893175a6faa7a360e682,2008,1,2468998,Mohammed Shafiul Alam Khan
41ea01844e53e069292c893175a6faa7a360e682,2008,1,3033830,Mohd. Zulfiquar Hafiz
41ea01844e53e069292c893175a6faa7a360e682,2008,1,1766249,Md. Saiful Islam
41ea01844e53e069292c893175a6faa7a360e682,2008,1,1847457,Md. Shoyaib
420fc03783c7948a7940e237a7b521a6459c727f,2016,0,1798546,Leonid Barenboim
420fc03783c7948a7940e237a7b521a6459c727f,2016,0,1785569,Michael Elkin
420fc03783c7948a7940e237a7b521a6459c727f,2016,0,7954255,Tzalik Maimon
43349e11d6fc950181fd2279485d3fcc2a970595,2016,2,1877430,Ahmed El Kholy
43349e11d6fc950181fd2279485d3fcc2a970595,2016,2,1696645,Nizar Habash
43c67bdea30b1a94b77b93128b8d69c451350f4b,2016,0,7741173,Alexander Matthes
43c67bdea30b1a94b77b93128b8d69c451350f4b,2016,0,3389235,Axel Huebl
43c67bdea30b1a94b77b93128b8d69c451350f4b,2016,0,2346789,René Widera
43c67bdea30b1a94b77b93128b8d69c451350f4b,2016,0,2151378,Sebastian Grottel
43c67bdea30b1a94b77b93128b8d69c451350f4b,2016,0,2952883,Stefan Gumhold
43c67bdea30b1a94b77b93128b8d69c451350f4b,2016,0,1729816,Michael Bussmann
44cf6fa71d076261c6face1ea832958b9409ef28,2015,0,3238813,Kristian Ejlebjerg Jensen
455221a8c3baf1a09d304b8db581d363b680870a,2010,0,2479660,Xin Rong
461f18f2eb5afa2dc5a7d980ad6bf3f8f08a69ff,2016,3,1718429,Zeyuan Allen Zhu
461f18f2eb5afa2dc5a7d980ad6bf3f8f08a69ff,2016,3,2205248,Yuanzhi Li
491e0820d432d05c5ce20234203a6d1150850d12,2016,0,2761251,Shaonan Wang
491e0820d432d05c5ce20234203a6d1150850d12,2016,0,2953148,Jiajun Zhang
491e0820d432d05c5ce20234203a6d1150850d12,2016,0,8403135,Chengqing Zong
4a3feb3bc8131823157c30b1bbc7b4002b1ff47b,2016,0,3404365,Srikanth Ronanki
4a3feb3bc8131823157c30b1bbc7b4002b1ff47b,2016,0,3253084,Siva Reddy Gangireddy
4a3feb3bc8131823157c30b1bbc7b4002b1ff47b,2016,0,1740356,Bajibabu Bollepalli
4a3feb3bc8131823157c30b1bbc7b4002b1ff47b,2016,0,1721016,Simon King
4ac91c2a8cd537ac3b15d11196a4a38d932eb64d,2016,0,3381360,Phil Smith
4ac91c2a8cd537ac3b15d11196a4a38d932eb64d,2016,0,1697549,Mohan John Blooma
4ac91c2a8cd537ac3b15d11196a4a38d932eb64d,2016,0,1716445,Jayan Chirayath Kurian
4aedc0045ef7c7d63adeb777bf92ffbe2b47c0d0,2014,2,2898883,Matin Macktoobian
4b65123c8b811b58ed55b73bead3a6eac4533a96,2016,0,2337172,Daan Huybrechs
4b65123c8b811b58ed55b73bead3a6eac4533a96,2016,0,3316610,Peter Opsomer
4ec58a927f2ba42b39718869dee2c8f408c52450,1998,9,1938701,Mario Winter
4ed6688adb26026eee306c95dccb816b97b45f4a,2013,23,1798193,David Wingate
4ed6688adb26026eee306c95dccb816b97b45f4a,2013,23,1748055,Theophane Weber
4f4073e670d4f48c14e79ca2be0c76cf1e39a5d9,2011,2,2665473,J. L. Mpanza
4f4073e670d4f48c14e79ca2be0c76cf1e39a5d9,2011,2,1740675,Tshilidzi Marwala
