id,year,inCitations
78696fb21b066ba8cf7be79d48659738f19e3785,2013.0,['4347b61b337f23f75bd52bd5b74a87567e5ba6b0']
78c7078a948861992608b3a1cacc1e7a2027c8bf,2014.0,[]
78d8e1d31e9298e5c89ba87d81b8e40daeaddf02,2011.0,[]
79825fd91a792a5f4a3a4420a6d6f007fdf97beb,2015.0,['f771f6e6b9ac572ee1b0d8b59094d19e464dc594']
799e96c065245220f7e9157e554df8af4c6c34fa,2009.0,[]
7b1fd2afdaa0a88e2bc6ccca75ec784483235a12,2016.0,[]
7bdff0883a5d119bf3712985af9006e54e34b64a,2015.0,[]
7c6f3d7e41becd92fbc61077f09cd10b6aeba428,2015.0,[]
7c776d6ff68e6f1f603176b5704e224fc68c7ea3,2016.0,[]
7c90d9908ed1fa32bdd569d3e529751fa88ff86d,2009.0,['13fba5ce1a677c310dd584e9529bf703966307bd']
7d4fe2ac9e4a031b51c21089379e53f6644232f8,2010.0,"['0f1e5fff6d008dad048f699279d601c719d20762', '25872276d3ea8a67da42d45892f0fea0c26e49e6']"
7d61f1ac1ca969978c05d3aae3a009044365f986,2011.0,['ef2a76ec88276cb513df8cab568b25f237a376a8']
7d62a7232ff7cf580f7bc77e1c0bc744583b1d86,2011.0,"['671918bdf9f85045565f47483e327b7006c5f739', '427454b3115a606b644df7834477777cdb24e103', '1a44807094fb6b4a282668a9b2bb0acd698b7b8f', '72cb32e0b0e0028bf7ba3d20e070bb5014179a1b', '196d37299216242dd266cea1cbfcdad1c4566d32', '9b4fbb2875608669f17bb8f57cfc01144ba7d526', '891bc3f2b9d97740727a741cf5f8bbe5eda68091', 'ad35db6fefa7b7300b844f7903f0cb79f086d5b3']"
7de18f82c052f7cfa9903dcde350e8bd3329e0b8,2016.0,[]
7e9793ab7ef271740d19bad99a477cab94f71aa7,2014.0,[]
80182522b1979ea3209cefa476a61ec635ecf05f,2013.0,[]
8226babd2ce8c6d8127edc23b51fecb63039806c,2014.0,[]
829ef1cc64781eac03e85cb5624563d52438dd28,2011.0,[]
83968869d30a7f359b90bcf28acde466955903f5,2013.0,[]
83e293bd0a48ba15c3d5d436d856a1de6ad09ae7,2013.0,"['d78d5d88d4452a37cd7204f351876f15fc4b3251', 'b9db198f7f2263f577b0a515f57cd11ea58143ff', '3bf45a8162d738b3509826907742c7fa2aec90f5', '516c010df0fbc6d49e5be815e3441e6e0d6408af']"
83f031d763ff12763f3eec22a179ba7131aaf056,2014.0,"['1c2ffc3a84fff0cc8ffe1819e45c1163250aaa2b', 'bb0ec0f57fc8ef33e0665e4c7a72dbc931d190c3', '8224858a9d58ff872a822ade0d33e1044791215f', '280f1e552e4dfa74b75b4a2c4d05afa444b0608a', '0694a43aac0bf9fd615bef402f225a6451c7dc73', '7053bb926ada8ca89c752d6fe8b466e9a4da5fa5', '26cac5e671214dfd071e53cb614e561354c8cd14', 'a10f504acb23bec03c906c832de4cc61ab8f9d8e', '3f8f9b918d56041e678d7470523698f9639d9411', 'abf5dc2a254ff0b12a8fed6e7563ed4f75a31766', '2428766cb23fd73d46077b3e1c157d50b80dc4e1', '24424918dc93c016deeaeb86a01c8bfc01253c9b', '156c0ae57bc4cd9bd3e6a5b7dc8fe28f20e6a390', '2da65b70964a8b077b4ee1a8e1e4b291e4d892ed', '3653f9081f87c91269413ed716aee7a24c9a5a91', '102c190258a8c2ef65a6cb841096be83c4b33f7d', '1a22e0e3faa05483a0882d436aeb01913c350a45']"
840e57ea5b05047f6d016c62b8544775d1401fd0,2016.0,[]
845cb7d8dad08c8a9fc5de7628c263f27f4d5970,2014.0,[]
8488235a22f08a313509cc3322b648839c286482,2008.0,[]
84f430ffa239254e8c9433615f84afd39f55918d,2013.0,[]
887ba1da15d6bfc9e7e15bac4f64f35fb2a07a8e,2009.0,[]
892afe88c519ae0d25c1e0bd602a7c735c9d7784,2010.0,"['7505dac68380a2c2e772648df347285d21fa488f', '12047291deb45814bdd3321d4b426bf3aa237ec2']"
89f07f27b44e19dc394e168d8c5de80d24998eee,2014.0,[]
8b08a113a08f6914f1256de54ba0b79c6556dac3,2016.0,[]
8c5f3ae3ee8c3b76a953032307b46c02caf7554b,2014.0,[]
8eacaeefd152d9ba2b0fd1991a0e731f64fb4429,2010.0,[]
8f89784b1b6607b7443fd7ba9bce8a41feaa4aaa,2016.0,[]
9065f29273a232d9487f0f842765a094f7feb423,2014.0,[]
9180720fd193bf3bd2c995b012c877a3eafb438a,2003.0,['d6d27e9800a09bd57ba7e706b02ad379dba2220d']
91f105e040d33187ca4de7c0fcf7c6c942d8fe46,2016.0,"['8dc55e20135d9c24af2ea57c7aa213814cfc2bf0', '97d132c7765275707ee63dee5d597ab5e1b41dad', '91821e9c2193da9005fd7f8a1986e9a4f976a7cc', 'acf0b8efb8fbc489bb2a12c449e414873274ac16', '1145d3d5c96157a9b19c1bedb090a5157537ad97', 'cb4d7d19710506e05587542c118ae505db171028']"
9703b17c1846ecfa8a0340846698579c350d3a82,2014.0,[]
9806fe62728cf6b28c0e224523ccdd58b9480273,2014.0,[]
9809f0f25c8d53a0abeb82541b781bda59f87c6d,2013.0,[]
997a5943916ff8fc74ddc56660f249687bd2587a,2010.0,['cbc989ac75bcd5e4091f79b32b2ae4982ea37b12']
99c0b4994291dbb87ae87fc47fcd9d7ebedab4e8,2012.0,"['371b0f74766ebd2858c0c1ac84c9374f8e3c04d2', '3c745926c4b0eec325bd258a45428b988c745701']"
9c0afb49bdd230f9ff8d8dbaff49f81f99d1d11f,2011.0,['5c28aa5594f973df290916b6a7f6db0ca5962e6d']
9d92f35bfbf2560ecb475964a63e079b10f51e62,2016.0,[]
9e62bf3227885b85b08854b1e230c965205bc839,2008.0,"['d301a592a9ee0f3ff599abe65df97fac670b7203', '12308df1e653f0f8cdd3ae36b83b05e59d2ac7df', '93d4b468e954dae1af5566dd18f1b7e5ff42bbe1', '116cfd0b376e76f582ea59def16b5bbd02f10200']"
9efc22f96eb154ffc965089f0afe7ef0b217b02e,2013.0,"['03b15e0ffa62d2626b8051e738ef7399447122d9', '10cc21031286b9d6b06b6fa19221007e350047a8', '4e94ad4f9d44a0192ab4b04c3cfa87ab4ccaba39']"
9fc85f908f06a0a5df682a33e99173ad1c12af84,2013.0,[]
9fea3e47500c1c25197f0636a235bbfcfca53f12,2016.0,[]
a103e7ac8200249d9d5a874cf0be11e5432c0e7b,2013.0,[]
a10a3e68b01a1a82ab8b344653442da976ae9fbc,2015.0,['8f7ac95a79070297e6002c6ed89f65e8251ff091']
a1d99cfe262d83f83d39753bd985e62b54345560,2016.0,['90eec7649689c1ae138de35862b0169cce5d0378']
a3674c2b147d2c3b05eafc1ff7bacc4e5d3bf592,2016.0,[]
a457a13cc26600ee07b04887d616b3c06b19e22a,2016.0,[]
a5094d1b68e758b648e85452747352d4f9f35d3c,2014.0,['7a3efb6c0defe2776c057e8b64d352319fcfd818']
a5da3020ce8a6f14b168e86f17a1c8911931fe32,2013.0,['e4c4c685fc5c824157570f33712eb29b2ad6d666']
a5fd8819b633f2fe9f170fc17ecf92acde420294,2013.0,"['12a327ea27d3454b3d7c20a3db18a5ac333a41bc', 'c054ebed9c4a79c3ffd052276b8772b058402f37']"
a6535408969d3aad87993aa090ae26f3434dccb0,2008.0,[]
a70ee315e03566c571332196fe67098a2409b20b,2016.0,[]
a7dfc06f904f7469a0487b62e1ce9de2c881f81a,2016.0,[]
a8344b5df2f8970c61d41844dc16728dfaa2a65f,2007.0,[]
aa0ee44c6f54024aa7ad7caf42a1a8f7896bcdb9,2014.0,[]
aa7155026b3cc77ff50bd26cd7cbfe88471d854a,2016.0,[]
aba742ca4edc7dd37ff481d12e4b94c153baae77,2015.0,['17113b0f647ce05b2e50d1d40c856370f94da7de']
abdc5b8d6f9cdeb45e61e2c2e14e4f7e171f30ba,2011.0,['2373cf9434121952c568fc88d01e8c1c7d5b49fc']
adaa47752ba813f0a11defa60949f052de6610be,2016.0,[]
aef483ce4ba3334cef500428f654120f7857ea5e,2016.0,[]
b20bf9b21863bdd2799e92a702f49f7543d31191,2015.0,['960ebbaeb41317b337d5e328d4bbcdf3821b1808']
b3209be9f9e9b69fa8a1b7ba129300b6e09d7c40,2014.0,"['a9e03ca1b37b6e3ca018fabe865a83804acdc662', '57fa3aa4010f6c166559e29b271696e4be0ba394']"
b34885c55e235cad7926e57a5b03cba232289f48,2015.0,[]
b589e7525b4bc4695062786392c281806915bb26,2016.0,[]
b73c52651b095df89fda076019031bfb566413e7,2016.0,[]
b747c1796b253375d4e58111ad9d9d10b122d0ef,2016.0,['a8f7e9e19e3f1801bdd5e543538b7bb8ec3fb596']
b7c6362edbcc888a513d9c7ac318a30db3ec5dbd,2012.0,['7c8e1d84525d1823bb05f0447e070fd3ad68ed79']
b844e3050ad26a7a43e27141773b1ceb23a2c098,2013.0,[]
b895fc436a5156970ad87116463c9b3080c7d6b9,2007.0,['97fa7fb101599e3115c286a6e2e218ec1186b4ec']
b8bd2724ccf4ff8891f88e26d03c5ef2eb0bbe8d,2016.0,[]
bbdab9116b094be61c956ec82e124ed3266f4260,2016.0,[]
bd6eae69253fea3c5df2ef5693eb550bc4bacfc9,2016.0,[]
be0677c544a0b20ed809810bd9b3378b1e7830fe,2015.0,[]
c24f7c7a2f4e2b2bf6f26861274ba498a97ab57b,2015.0,[]
c440ebaf148f0ea7a3e49414f3c7b2984665026e,2015.0,[]
c4e07d8f8ac8b527508b05f49bed00d5493c7d5f,2013.0,[]
c5a165b8430f8e80b43d56d7cad6b701a896f643,2011.0,[]
c731b000a7a23aba981d8977d15443a493a590cd,2013.0,[]
c75a8ee76558fe1f5de0e09ea9ebd06df15b259f,2014.0,"['4898e9fd9bb23b6579ac1c0bd3eb46e360876a65', 'd122db751fa2ae13ffe15f02bcdc2bbbf3a5cd6e', 'b4cf0363f4e9341db230e4945b48132800e3f57b']"
c7712215dec844a05a9c4948a17a024f3f02a6e2,2016.0,[]
c779501410a97adc18d11adc12589b24b8489259,2013.0,"['9a35970dc6d745cf60715117f777ae66cb3943e3', '337b6402084808e4821eddc22be5ed977b9f428e']"
c7b45875ec497a99a01765daf7ec697a0bc4d23a,2013.0,"['081e8fb55369588cbd0f9b032c4e20fdeca1c7e6', '48f453fb8fd99295129e9009dc8e10a877d4f470']"
c7d42bb7e8f81d200b117e399e70203aafee70d1,2007.0,"['36084eb6bc413ee04ebffb79cdf41223ddd36dc4', 'baea7c6bc24163a946f9401093465a89c2e7dfcc', '204b1c077c3f6cb77cfef5b09b29b5b425528360', '78c841b00a19acf5f4d265bbab3a0c7e33a62121', 'f4c3cb4a144ff20611797a8c252d9ab4f1a8d956', '6151339a38395428d1af7b054bf1d1a4365cfa5f', '56739dd9907c1a907645fe83524ad8b8cc2435cd']"
c9f1d53dea35bd85505a193edcf4ab7f6e0cb004,2014.0,['08f51a9138458f667f0c00d40b6a820c451c7d36']
ca32b763705300826705c35a448db2e0a6c9e741,2016.0,[]
ca45de69180418996045f6aca33754d28e520006,2016.0,"['0c13a19674daf1eaf8dbd34ebee468ac022cde3e', '54c51a3f6bf87bb26eb2d80eaac315f8f13d0708', '99010f4e66dcc27254c88804a50649bb0bb5d310']"
cdc808ce96829eb0ec6b8114b96c9cea840a0b62,2013.0,['855755e07c521197bd6ce06c2807c9b884e85ff5']
ce518129bfe9ff3dc0d5f61843cabde7f9bb2f5a,2012.0,"['2a57e308a30c48c432f6830e028344bfa50fe443', '909384815d78faf807485456a92a0e986ca2ffb1', '8a10703b8f0ec86131f48f22bf85aba10659f80b', '4ea9bdea0cf0d87e6a2b3438827d9fa63a6339d0']"
ce5d2ea58f5dace856e647c2c026c3ac89ec67e5,2014.0,"['4987ac5638e1fdb116cc76626465f166998d7536', '379fe83773ff7a32fcd70ac153d62ad597a8926b', '2612816439cc8188b1b82e1a924b9172b578ce9e', '07ab80f348c051e60b3ba9c8a09035a22e12b89c', 'fb7dd0d82317543bd986d8f6af3b15ffcc2ff2f5']"
ceeef6084175b1db1f89a7aa7e4551a0a55706e3,2013.0,['36c985079aafe3aa79ad4232f1bfe85b1706f536']
cf0fef76a40aaa3fa35ca1a5116af8e4e6ed30fa,2015.0,"['427a22b627ac5546d03299c9a76dcaa684798e35', '1bb8239de60dcfe6e95dd60dd6e523bcbe2d0eb5']"
cf8423b52150458ed642e1e62753b940512939dd,2009.0,"['5db39359ea5b810afd0691807d1ed1f7855bd429', '2fd0a2a7779fb69e0eaa9735d82161f72da6b6c7', 'b94043a133e3d07ed0b1cfc036829e619ea0ba22', '893939e3b19d81f602de0105412226ba8b5d97d1', 'f96c69af844aa64ac649d939fabb4cd2a74b0cb9', 'be1cf1dcdd3d9e325ea7f02c0a320272b3e85435', '4d09d93b754a6715b12bc0b080fdf09c81a6cff4', 'cf8d4b0a31f1a0e356f2c2aa2ede083e2fe5c38c', 'b4140e76e96fdd5aab9e085474158aefde1cbd4c', '7a753240ac721fb1a36be2cf64360aa689cc43ee', 'cf73cb983048d5e7e718e9dfd2c3b06c6b3a88d7', '91b838e2a1a4ee892aae07f2b863171d6f2bb3ee', 'c8b4bca4bb5e63c460ed0654ddacafd26b1f283f', '45c34e1563992f74c74924ba7b93049009973785', 'e1e71cf0726f0739cfb4e0449ea1feed249ef3eb', '53c91198a0e08b46b1d249793eb427f86654e592', '8b779d5a0a27f8747fcec4c21a54a2864d9af8cd', '4327924d691ebccb80df34d8bcc0493a42bcd125']"
d0998c0062b868f7900c5a70dd58f6db503d9bed,2014.0,[]
d0a530f17781159e29932644cbc3e19d5efeddd4,2012.0,[]
d1a7cfd7f9ffa6a8aa115359e35f56acdfb85644,2015.0,[]
d1e00ff6e29284800c4de993e36c04be8f36192b,2016.0,['2b082f9606aa5c1beb7c5704f4b8338205a9994e']
d202aa0d6450e56c91fabdc719d410984a24fa34,2012.0,"['b2778e11ef373790d698cb2f096e2436278f6c64', 'c57ec64ae7daf5e0b0a786b935a55b6fedd79263', '02ea01233b18a3ba2bcb340c5707a1fa61598366', 'f801a64f0c30b39f475da09c13658819b73c8ba5', 'f4e4584625ec4e525ff95086c3aaab7bdf54f7b6', '4c4f0d1f762eefa95ee5940cb01d913d69775986', '4541eaab3dde562e96c68aa7b5b395cf98d56b11']"
d2a233f70c922839ab1bf20c9cc738ec2c636ac7,2016.0,['6b0d73c64c290e1371ba593f61a6d10058735d20']
d31f8c9a23fbb8816f1f1b7c5f936713e7e61943,2016.0,"['734d9f0d4f4996b87ba6a71c8ea0a180c4861897', '44ff5d1e08eb6031eaafdccb87750b814d25b7db']"
d38f7606af67f2c24f82daf71b43dd62f40b7e49,2016.0,['16f9f589671dd32a291f8f4408df3a8d768afac4']
d4a925cb0ca66b1cacec325751f4a85e5b74790d,2016.0,"['40a63746a710baf4a694fd5a4dd8b5a3d9fc2846', '48a789a15e3572749905f036fcbf3310aee29b79', '007e86cb55f0ba0415a7764a1e9f9566c1e8784b', 'c3b6eaa1544a6864ebbf57cc0d1f4a352cacf5b3', 'e5d27d25c906e89e753b2bb18645be3511b8a97c', '56f9b99a46bda6835a0b0de3137a73bb113b3523', '84ff822f5ffe14c3ab32f483c728995270fded1d', '6848221ff974d2764399a42d802afe78cfcbb86a', '1c4e7ebfa39e54059962ca5152f9edc2834e9cc1', '346578304ff943b97b3efb1171ecd902cb4f6081', '987928a49bd06c819f1260f3ea8d7b66317937dc', 'd9ee64038aea3a60120e9f7de16eb4130940a103', '8be95ca0af5113872080641a12e2fcf9949f3da3', 'c35724d227eb1e3d680333469fb9b94c677e871f', '399f725e27d4ec1d67efec06a48603485ccb7aeb', '61f0d79531f1d4aaee31a5792aed05774bf1bd16', 'f09319607e5426f5f53d69375b49cdd6ca301e10', '0457976c07e47ef5ef941a3dbe8b17f7d7070267', '458039cf3eafd40ce27f6d6cae557753f50e51b1', '1e2665f72916b809947547fa93bea2684f0de3c6', '6e249cd98d1c88d314d22d2d920aa5aa55a9620e', '98fa2ca4f80b6022f7706ccfac0134c4cb5a759b', '1594cfbeac1d610e37a3ae9197a3f0b29dd50fe9', '436853f2c91dd501f5d8cd1fcf94e8a702817d6b']"
d584e47bb0579551056dcb8031f2cbf660cdf450,2015.0,['49acb40265475fd260d3923c1b51d09731ff5617']
d5e7153c79027f39071f53ad061892829050702d,2013.0,['fffc1fa42a4c80e7bc61133154f72548863066e1']
d60c2418b0f5ad47bd92a74cae7540a17786c7bd,2016.0,[]
d7a7d3fb4681a9da0dbec0b744d4497ef9e3566c,2013.0,['6e774fc0f970dbdf077b811affa7638fa5cfa4f2']
d7d4e0502865cb3617db66fac46aad8b9881e0b7,2016.0,['675c643c24e3b6a825f0451b4e779b79f84accae']
d8273c1d740567b93433094b015f7bbb00f16859,2014.0,[]
d85f39125f13ab23b7c80c6aa5c7143d1a88996b,2006.0,[]
da92725c753aac0679dc176531980f9e1841d29a,2014.0,[]
dc002f9a30d1b60808d5976825280e3fff758eba,2014.0,[]
dc218e764509bd1579dff8d1df2b4514c40178d6,2014.0,[]
dc2825e2cea577daa2c8640161b8c50a175b0503,2015.0,[]
dc6f773772a556ee5af5adf4ac36acefdbfe2b02,2016.0,['6b5f445de3457c840d95cdc7350eb0a7acc7d124']
dcbc44d09d0f5203897cc7dc0d8ec669642977de,2013.0,"['884b9292705731125be12791a20f79d05f5a64d8', '63845683d2c4cc87e3363a5f1d450c3023c157bf', '7fcddb75fa43c4f35695fab058b3609ff7e298c3', 'fd78eeb81d3b37d5bd9d8d4296e0d0cd0b518459', '54caba563bbe243623b5c8c7effdeefe6141f5c8']"
ddb81e3bf33d90eb38d6fd778b9b710671c537cf,2012.0,[]
dddcfb914b23e8a1032a7099fe003a5dfb0af97b,2014.0,[]
de8917c41ddb9fa6de81454a3057e22e98004561,2006.0,['9f0c880c79a4964e099531e477db0176e1b6dbcf']
df225b6dab9eee41e3d5c3448c24f26c8cb35a30,2013.0,[]
dfff9ea7c0bbd4f926ceff078a551a2b6ed16e69,2016.0,[]
e021e9afdd5c82aeb22102a4140bcfa19f0c49aa,2013.0,"['92dbbc0487c27863ddf6431412540330a9d38c79', '2179f4af482326c378fb97fbc134fa77f9dfa8aa', '2fec0f9fda37b6b5410c980391fa745621e2f23f', 'b9fd77116414fa63d35ed8308bac5821a8faa9c9', '0fa6bb4a6b9f41ea8c52bef15a38da5a6021ae6d', '5363c9bf76e75bc27360cc3107517ea3399d612e', 'e8d33cda8d21f0504250347e326da42110a6468d', 'fcd39886cda32c581f8caeeee8098bf4881b554f', '37189e2a7886bac872ce300c4f0a5ce99c7a8b4c']"
e0ab0c4fbc81b0423330f00df778aed9193755b9,2016.0,[]
e11b0f96c00b747fb27b2a6edd13d6f53f05ffe3,2014.0,"['520acb929b0f0f811242f2ef2dcf1f1978ee5f21', 'dedf32387d4b1cb645965e6057483b3ae88c19c0']"
e1e96f480c4f6a6d236b2f7e4af17d55b2b5bc63,2015.0,[]
e2bf63d9eb6e646d395e432c4c5edf2656147750,2014.0,[]
e63035f864b5a5989046b39d906e52258520e933,2014.0,[]
e6b5b5fec3245e2bd7c07c196373c193b9f05a08,2015.0,[]
e712a348c46dcb24a65e636da30a01c3424abf9b,2016.0,[]
e7e4dec887b37a93b7f5e3e55ca46932ad0d8f66,2014.0,"['93291e8c2c53d45e4d5682c972f4032b46280561', 'bf0a60f68ccd988a4b1c60e6caa02d2254410d42', '143d14f25aec5264e8a8baa5c5a6c515578a4012', 'e017ba72c97299a0aeeaa69a33a54210b6652536', '3b47e618c5ceb1c16db7f709dd1cfe53d7417b54', '32baca46aa54346c158ac75dcf1dc499bf7f92c9']"
e82d23f699731352e0405fe63c49090e32b02498,2007.0,[]
e8607cba32aedddd8d7773c767d5d0dd2e413f3f,2016.0,[]
e864587236626bf9868f7dad4bc8178fb61f9797,2015.0,['02511b48c13f24d63291fd24fa01603f41f03064']
e95747d92adcde93d85702119d5a9c17ddd9d925,2014.0,"['98be015591280b2e1bfb0e3bc0ffbadfde64a431', '3b29eb752c2d9e2a8a5d605cd2033115c2bed537', 'fd8e13a38885a1a302d1366aee0c540b91ff0977']"
ea114374a10596b9df958323f71d88664c6ef352,2016.0,[]
eaa398d58b7712a9bbc25b177a93624a7029ed29,2011.0,"['0afffd7e12a1e375430c90ba8b707ad9e48ef802', '41b0da874b91bc4157c662529ad6d3b841176abb', '0db15276daa936cc1205d468391dc045d437ab25', 'd9fe37990d20797c650d1fe38fd1ba8eea4a07d5', '1cb744b248c42274753b92ba16a5e5a9c5d779a0', '618d82a202bb0408e388eba250c66c8a90700c81', '9dce3d4357f4862808bca81d85782cfdc8d1a54f', '0f3133fdf397bf69dc0c04e0e47b47bd4c74de92', '41b2db9a86acb6f2daf3d937645f8e4ae6d5e67a', '0acea4bcb1698e2474795496eab438819b53eda6', 'e07a0ea76346d2126034e12c487652431235e99e', '85b497b6ce49d39a7e84b25f8870086ed1cbbf09', 'f9172b679fc6fd3194e8c3fae20946d62c090e11', '261e95289db8305be7d2f4756b95a9f3212f27da', '7fd2f7bd015cc46f0d6ab3b48e6397cf10230817', 'e15e41ecf864a2f1870b07a18d2627032e05f50d', '9b2b5cb24cd46ccde6c4b537e74c081dfbd9ebcd', '27fb4becb7778aded363c0b847871b49b03e8909', '6c7f886c8a77ca9cf58375f2cd2e77ba454f2681', 'ad08b7ad992e9f1240a6805da49e9e1f7ebf64e1', 'bbbdad61129770e176c9e48332aa7fc5f8e38358', '85974e5fc5a47a377ae41bf643f1eaec44646206', '79d97bbcecfefa9db21bdc40e39d40ca1dd4b078', 'ed9001373cd51f729a9d67a0b4bf1185808cb711', '8f2ebe8c8e771bd121f70cf634d33d4cc16c919d', 'f4390e4d8840ab8a58b5ab158a831919864056ec', '9c8a4fff809abaa0b5ede6a28db62da5edd082e1', '462dbf6656a504ebe5b0664f94f302dd5e0233c6', '8b662c35c72617c5ed688da7a0bb8c4ed96706f6', '56da36e5d13ed8ea9f589a3d64fdbb222b967c0c', '3ff2a35dd9803091e6c5b890753c977ee2fb2cf3', 'b5f6d2abb98774cdaae0ce244847dc15da280749', '68923fcf1dc1d4eb54f2c1863dcc615f4cf124a0', '25f017efd2905c6d0c6a92f2dfe19113ee42938e', '87f6e0b260827cd00d994a61c8fe63eda7ee1a59', 'cfeec9648db70ef1382bc0f4f83dc7ad17c34a80', '899639971ec0248662b227c8b362dd0f43433186', '4add8190be0c7169575b78a190c8e86777806e1c', 'f511bfdcb42d7a19ed7a58e7d568e2c3852023c0', '6235971b04afaf8d375a64d2faaa7f4ebc3a1bf8']"
ebac5ee0ecf9f4d47d27bf74e1c409828cf18cef,2005.0,[]
ee6c5646e546f61bf3605710276394c7b12e0277,2011.0,"['b84307168d4696809c6c8b20e7975eb419907ad5', '5707d256ee30c21feb2d445a31e086c5329a618c', '0ead7bd8822d862909d1729ff2f9bcce3ca494f3', '5ba984c67509f7c36619a5241ab7f94e9d163acd', '3a25487122f80553ae736e9d70f8510bb9fad318', '0571a6e638586c271032ff5a082d8c938f832740', 'ffa5f2b8c5a9264de8eb3ca35a564839c1694107', '7b71a31f904ae918f4eea449100cdff7cefb77b1', 'dfa30f53bd0dbc1616b776e0ef64dad9e710a7b0', '9a508eb1bef7976b23dd95adc5b2ded54949ce5b', '8af13002e7968da24ef9abeac48da747153442c7', '1facdf4bd19144ae0f947de455f75b8870033e35', '3ba9d9d327cc7e0f5ee1870ac2083245f82bbd1a', 'eee5382d63d64ee8e5606212403ab2a2d1bbe3d9', '2f3e36c7cd6a15b750d13442ad47a71d307feb5b', 'cc7f22b6f46bc227f19835e33bfafa651281077e', 'bbf8418f8765a175fbd61863783ae6d603513fca', '0dbc05995ed1c08bae7ee4b8bea963737a9cc8ac', 'de40015b46f3854a9cb6a6df361e24c324ddb360']"
ee7c7bd9f3e3987ba259bfb0a073ecb5c13cceec,2013.0,[]
ee92a67a211b7ff4c604b73938ce4d84e8a04b21,2016.0,['07395143335f62b43ef02904a124e09b51a39f12']
f501b0a64d6bf0544b593dcbf1cf64b14c9b4bea,2008.0,"['a424a9247009687314f42e440d5bc36a9cb2a8b1', '230d67f76ad0693e99e57bc33ff9bb51c7dbb018', '6d31b70993c57ad65f0f882daad3785a81c47bf8']"
f55331f58b2cb8c475522efcb6f6580fcbb1ada9,2013.0,"['2dae13e30c0b7b04742aade64c8e07824f1dc1b0', '2d89612d8e8829bd8ad6b581fb1ad22014543c20', '2a79a87ec29ca0aa73fc40e94506f36c4d30b5a0', '8e1e4d7d2a7aa6b0291c1e79f5a69d290cf37070', '15894f743dea34363408c8c87c84f39f9d94a98f', '31d55d6dbe628c24d6959e01fce09dfc7ba118e6', '5a25b0c62ff3af39ad0984e585ed2bcd66cfe10c', 'f87c2ca853e0755f45fb488e9aaa36edb6da63f5', '83bbb192929ba301a132502daa2ac06912ceb607', '098a0e4b8602197c8ad4a3c11d6237f1d73d77b5', '5d2d5bada84aaf53e7c91a5c6bda921f2fd1d08d']"
f5f206e8d4c71ac1197eae0e203d5436cdc39ec9,2015.0,[]
f91338bdaabd92afdceef993b55d8dde83d01f6d,2013.0,[]
fb1985c7d67508f162f4de7eb6128e45bbe5e0a2,2016.0,[]
fb5d1d334df36740c1b9610573671388f9634af5,2014.0,['792f239231853b2dffc976eb8b7d06939542e419']
00bdfffebb7df95eeda5e397d645771bad9f1a01,2014.0,[]
020af2f3e7dbdd805a752b31667f9d7967b700db,2012.0,['f8e9b75d7cc1cec1a76c84810f6633bb5201cac0']
022beb4eaf2d470bbcdd44365aacd5dadd5bc819,2006.0,"['e66887ed652c39995a8f62f96b96f23c6d7b3ebd', '27b5caf483586dccb15c5af70b578a5fbe6c8ef9', '30228eb998a77cb8d509c63c0357e5e5a66a5d2d', '43c41eef25a1327e7026b97d8733046e2abbbdd6', '923435ac5f379fbbf0a87a58b300cc388223c5a4']"
02493f518facd6dd7eb0b206b1094b027fcb7a93,2016.0,[]
02962f2001cb52bac9bef3a5aeab6d6d4ce36fb8,2010.0,[]
02ca8227638d1f1d0da8831163c8cc734ae715ff,2011.0,[]
043884118e5f648478613272358a07e0464d567a,2011.0,"['a2c99f68a5b2b7d40126d17d8b52e2b6c58c7396', 'd9e6601753b23a6c2d0e177aada0c145664713bc', 'ee5e8716fe854ef8a38885b784f9ea36ccca0794', '192d44aa1eb880caf4338df46080549b9a462143']"
043e0c461e8696b05d8249e6b41e20b3577fea6e,2009.0,[]
